Hash,orion,hera,gaeac6
1c5a9f12,1113,580,281
aba31a4e,2452,581,380
b81282e5,2452,581,380
5a297a6e,823,577,285
ff162f36,333,643,388
9e4778cd,824,576,272
4a566203,525,826,288
4f0111b2,511,575,320
c0d4de3c,657,587,274
7cc588ae,511,585,339
9b9a6304,506,583,328
4e75e7b4,503,574,259
69d03840,507,641,260
0d1af3e3,632,580,260
6ece76a2,748,577,285
c5f801e4,563,635,266
f7d8b0cd,502,574,1519
a8c1628d,508,3347,260
3113a5f4,1712,1362,261
306e2531,501,578,260
5304e090,506,584,259
9dc31e49,511,574,263
9c754c7a,505,698,265
6cb9e1d5,509,591,440
ad1c0d2d,508,577,259
89337494,521,576,263
443df8e2,504,582,439
38da98cd,507,580,319
d57779ff,505,585,260
ee3d52d3,503,602,260
a498735b,509,582,259
0682f90c,,576,259
b9d2bec5,1310,577,261
33cde4b2,1310,577,261
3a5e52ee,569,573,319
c7412fa0,873,575,286
5324d642,870,584,302
76471dc6,509,577,319
241dd8e3,636,591,259
29500891,510,577,259
e1193704,759,574,270
6ec6b458,759,575,
409bc85b,702,576,
63ace62a,874,574,
a3c3bb58,501,574,
144ccb03,484,576,
33b3c187,3395,2020,
c0367fdf,754,574,
6b0f5165,3166,584,
29c2703c,507,574,
