Hash,orion,hera,gaeac6
688de8eb,,544,760
7e711129,1301,543,757
d4bac232,1301,543,757
118cff46,1300,540,812
071b9f95,1388,545,765
dc9cfba6,1386,541,768
a180bbe4,,535,780
417a2cf1,1293,535,755
61e54d9b,799,352,471
ce74044c,807,342,470
d820b67f,801,339,471
5e13aaf2,798,338,
e39a250c,800,341,
8b52797d,801,339,471
93d51aef,798,332,471
c5b3a3c8,805,334,
f9c10462,806,418,
0e960577,804,377,931
065def80,879,342,470
995c51d1,879,342,470
1f0ab432,803,353,475
8f8fddc8,863,342,475
24d8dfd4,805,343,469
5750b9e3,808,339,471
a9999828,,341,470
9193010a,813,343,478
43f2c3bd,801,349,476
f22b2e11,801,349,476
aebf9781,920,352,476
4cbe50f4,867,343,477
269e181a,867,343,477
68fd7faa,797,358,471
1c5a9f12,797,350,471
aba31a4e,829,357,470
b81282e5,829,357,470
5a297a6e,844,353,471
ff162f36,799,358,479
9e4778cd,825,353,469
4a566203,803,361,469
4f0111b2,803,354,471
c0d4de3c,802,350,473
7cc588ae,804,354,470
9b9a6304,802,352,471
4e75e7b4,798,356,471
69d03840,799,366,472
0d1af3e3,800,354,472
6ece76a2,801,356,475
c5f801e4,798,357,476
f7d8b0cd,801,357,475
a8c1628d,806,360,479
