Hash,orion,hera,gaeac6
688de8eb,,149,206
7e711129,305,150,196
d4bac232,305,150,196
118cff46,329,148,197
071b9f95,415,150,197
dc9cfba6,384,152,194
a180bbe4,,151,199
417a2cf1,283,149,198
61e54d9b,285,163,196
ce74044c,287,148,197
d820b67f,286,152,194
5e13aaf2,293,146,
e39a250c,285,147,
8b52797d,292,149,195
93d51aef,290,330,195
c5b3a3c8,286,148,
f9c10462,293,242,
0e960577,293,205,196
065def80,303,155,198
995c51d1,303,155,198
1f0ab432,314,151,201
8f8fddc8,397,151,196
24d8dfd4,281,156,197
5750b9e3,289,161,197
a9999828,,149,195
9193010a,302,158,205
43f2c3bd,290,153,194
f22b2e11,290,153,194
aebf9781,292,156,196
4cbe50f4,289,151,194
269e181a,289,151,194
68fd7faa,312,159,200
1c5a9f12,312,159,200
aba31a4e,314,159,197
b81282e5,314,159,197
5a297a6e,339,164,198
ff162f36,296,167,200
9e4778cd,286,155,198
4a566203,288,167,198
4f0111b2,289,160,199
c0d4de3c,284,161,201
7cc588ae,295,161,197
9b9a6304,296,155,200
4e75e7b4,291,156,192
69d03840,286,161,195
0d1af3e3,290,166,195
6ece76a2,291,163,206
c5f801e4,290,160,193
f7d8b0cd,296,157,196
a8c1628d,292,164,197
