Hash,orion,hera,gaeac6
1c5a9f12,605,458,333
aba31a4e,818,397,319
b81282e5,818,397,319
5a297a6e,1157,401,346
ff162f36,703,453,275
9e4778cd,513,457,323
4a566203,683,467,336
4f0111b2,528,454,317
c0d4de3c,524,455,339
7cc588ae,517,458,337
9b9a6304,577,403,324
4e75e7b4,520,460,319
69d03840,516,582,320
0d1af3e3,518,395,320
6ece76a2,519,457,337
c5f801e4,518,457,273
f7d8b0cd,529,393,476
a8c1628d,519,700,322
3113a5f4,943,464,322
306e2531,598,477,321
5304e090,520,398,327
9dc31e49,518,710,321
9c754c7a,522,464,324
6cb9e1d5,516,520,318
ad1c0d2d,520,395,319
89337494,519,391,322
443df8e2,516,399,1879
38da98cd,511,404,317
d57779ff,512,398,318
ee3d52d3,524,404,759
a498735b,519,399,320
0682f90c,,393,318
b9d2bec5,1004,398,320
33cde4b2,1004,398,320
3a5e52ee,816,395,319
c7412fa0,579,399,349
5324d642,523,459,357
76471dc6,517,396,321
241dd8e3,517,397,318
29500891,516,400,319
e1193704,516,455,319
6ec6b458,516,519,
409bc85b,636,401,
63ace62a,938,392,
a3c3bb58,514,392,
144ccb03,638,454,
33b3c187,757,397,
c0367fdf,579,392,
6b0f5165,581,759,
29c2703c,521,393,
