Hash,orion,hera,gaeac6
1c5a9f12,1141,947,650
aba31a4e,1203,945,620
b81282e5,1203,945,620
5a297a6e,1023,949,645
ff162f36,1007,1001,824
9e4778cd,897,951,644
4a566203,946,954,649
4f0111b2,946,948,620
c0d4de3c,892,954,628
7cc588ae,1063,961,630
9b9a6304,946,952,636
4e75e7b4,883,946,618
69d03840,944,950,622
0d1af3e3,1067,1010,622
6ece76a2,1361,946,636
c5f801e4,1070,950,646
f7d8b0cd,942,954,269
a8c1628d,953,2092,620
3113a5f4,947,1014,625
306e2531,884,1248,623
5304e090,948,970,625
9dc31e49,945,1027,623
9c754c7a,943,1134,631
6cb9e1d5,950,943,622
ad1c0d2d,944,957,1401
89337494,885,946,628
443df8e2,944,1018,683
38da98cd,884,953,623
d57779ff,883,1191,621
ee3d52d3,942,973,624
a498735b,944,947,621
0682f90c,,3106,621
b9d2bec5,948,1014,622
33cde4b2,948,1014,622
3a5e52ee,941,964,683
c7412fa0,2327,952,668
5324d642,942,958,666
76471dc6,2509,947,619
241dd8e3,968,945,622
29500891,955,966,620
e1193704,945,1189,621
6ec6b458,945,954,
409bc85b,1127,950,
63ace62a,953,944,
a3c3bb58,942,944,
144ccb03,943,2626,
33b3c187,949,946,
c0367fdf,3533,940,
6b0f5165,998,1073,
29c2703c,942,956,
