Hash,orion,hera,gaeac6
1c5a9f12,2457,269,207
aba31a4e,383,388,256
b81282e5,383,388,256
5a297a6e,787,329,216
ff162f36,445,327,212
9e4778cd,305,326,215
4a566203,284,336,206
4f0111b2,283,266,196
c0d4de3c,270,327,210
7cc588ae,270,333,212
9b9a6304,408,270,206
4e75e7b4,280,327,195
69d03840,286,387,197
0d1af3e3,345,385,197
6ece76a2,282,328,204
c5f801e4,280,270,214
f7d8b0cd,359,329,1915
a8c1628d,277,389,198
3113a5f4,443,1051,199
306e2531,1715,267,196
5304e090,264,278,198
9dc31e49,279,332,199
9c754c7a,266,1348,206
6cb9e1d5,274,340,196
ad1c0d2d,278,327,196
89337494,296,264,384
443df8e2,270,341,436
38da98cd,278,333,195
d57779ff,280,330,195
ee3d52d3,270,269,637
a498735b,289,266,317
0682f90c,,387,197
b9d2bec5,1019,268,196
33cde4b2,1019,268,196
3a5e52ee,292,264,316
c7412fa0,291,268,212
5324d642,279,269,226
76471dc6,280,325,196
241dd8e3,296,337,196
29500891,283,325,197
e1193704,344,264,197
6ec6b458,344,345,
409bc85b,351,269,
63ace62a,464,264,
a3c3bb58,267,269,
144ccb03,280,265,
33b3c187,387,388,
c0367fdf,284,329,
6b0f5165,1190,335,
29c2703c,280,265,
