Hash,orion,hera,gaeac6
1c5a9f12,1230,262,329
aba31a4e,939,262,315
b81282e5,939,262,315
5a297a6e,1646,262,334
ff162f36,1828,324,324
9e4778cd,389,262,324
4a566203,624,266,322
4f0111b2,387,262,315
c0d4de3c,389,267,324
7cc588ae,387,263,318
9b9a6304,385,264,326
4e75e7b4,445,279,315
69d03840,386,265,317
0d1af3e3,564,262,317
6ece76a2,443,265,327
c5f801e4,385,265,318
f7d8b0cd,384,264,2029
a8c1628d,385,326,316
3113a5f4,685,992,318
306e2531,383,263,325
5304e090,386,265,316
9dc31e49,384,149,316
9c754c7a,385,1105,317
6cb9e1d5,388,271,316
ad1c0d2d,382,263,314
89337494,386,263,317
443df8e2,446,271,315
38da98cd,387,267,315
d57779ff,385,266,315
ee3d52d3,386,265,316
a498735b,384,264,436
0682f90c,,383,315
b9d2bec5,390,263,317
33cde4b2,390,263,317
3a5e52ee,382,261,315
c7412fa0,445,263,333
5324d642,804,262,336
76471dc6,388,264,315
241dd8e3,505,262,314
29500891,386,261,316
e1193704,447,263,314
6ec6b458,447,263,
409bc85b,866,263,
63ace62a,806,260,
a3c3bb58,383,261,
144ccb03,1829,262,
33b3c187,2074,264,
c0367fdf,389,263,
6b0f5165,2459,325,
29c2703c,384,261,
