Hash,orion,hera,gaeac6
1c5a9f12,2014,202,202
aba31a4e,504,201,194
b81282e5,504,201,194
5a297a6e,353,201,205
ff162f36,386,319,199
9e4778cd,270,203,205
4a566203,328,204,262
4f0111b2,259,201,257
c0d4de3c,268,379,199
7cc588ae,263,202,268
9b9a6304,385,202,198
4e75e7b4,263,199,194
69d03840,265,442,195
0d1af3e3,324,263,195
6ece76a2,260,201,205
c5f801e4,264,202,206
f7d8b0cd,262,199,2088
a8c1628d,325,502,195
3113a5f4,741,201,195
306e2531,1822,213,195
5304e090,265,205,196
9dc31e49,265,507,195
9c754c7a,266,862,200
6cb9e1d5,264,207,194
ad1c0d2d,264,200,194
89337494,268,201,198
443df8e2,265,206,1456
38da98cd,264,209,195
d57779ff,264,202,195
ee3d52d3,266,203,195
a498735b,262,1103,977
0682f90c,,441,195
b9d2bec5,502,200,196
33cde4b2,502,200,196
3a5e52ee,446,201,375
c7412fa0,319,202,267
5324d642,268,203,287
76471dc6,1647,203,194
241dd8e3,272,202,195
29500891,262,259,195
e1193704,262,200,254
6ec6b458,262,204,
409bc85b,262,202,
63ace62a,506,199,
a3c3bb58,263,199,
144ccb03,1048,199,
33b3c187,746,200,
c0367fdf,264,199,
6b0f5165,279,380,
29c2703c,263,200,
