Hash,orion,hera,gaeac6
1c5a9f12,1874,595,421
aba31a4e,2123,605,569
b81282e5,2123,605,569
5a297a6e,1096,596,505
ff162f36,2046,653,429
9e4778cd,598,589,483
4a566203,762,671,418
4f0111b2,667,602,447
c0d4de3c,3196,626,400
7cc588ae,607,611,400
9b9a6304,593,611,395
4e75e7b4,593,596,387
69d03840,1612,598,390
0d1af3e3,2823,601,390
6ece76a2,661,611,408
c5f801e4,673,606,414
f7d8b0cd,1013,612,2913
a8c1628d,658,1800,453
3113a5f4,1919,724,441
306e2531,600,611,394
5304e090,599,617,390
9dc31e49,594,642,392
9c754c7a,600,657,394
6cb9e1d5,606,860,382
ad1c0d2d,1132,598,381
89337494,615,596,1203
443df8e2,838,600,986
38da98cd,601,1037,393
d57779ff,602,603,381
ee3d52d3,597,610,392
a498735b,666,615,515
0682f90c,,3297,385
b9d2bec5,1925,599,451
33cde4b2,1925,599,451
3a5e52ee,720,594,388
c7412fa0,1980,602,418
5324d642,955,846,628
76471dc6,1012,841,633
241dd8e3,1033,903,568
29500891,957,849,567
e1193704,973,846,1593
6ec6b458,973,837,
409bc85b,3007,835,
63ace62a,2044,833,
a3c3bb58,1261,830,
144ccb03,959,1735,
33b3c187,958,845,
c0367fdf,2579,833,
6b0f5165,3055,896,
29c2703c,952,833,
