Hash,orion,hera,gaeac6
1c5a9f12,1291,412,250
aba31a4e,3217,407,389
b81282e5,3217,407,389
5a297a6e,697,413,325
ff162f36,1302,405,243
9e4778cd,383,414,237
4a566203,405,417,229
4f0111b2,398,413,267
c0d4de3c,783,412,221
7cc588ae,516,414,431
9b9a6304,384,413,207
4e75e7b4,393,525,208
69d03840,384,415,205
0d1af3e3,2372,407,205
6ece76a2,380,413,231
c5f801e4,392,414,245
f7d8b0cd,618,409,2002
a8c1628d,510,2698,278
3113a5f4,980,417,267
306e2531,409,483,213
5304e090,393,412,214
9dc31e49,389,540,214
9c754c7a,377,1850,205
6cb9e1d5,383,429,201
ad1c0d2d,870,415,1344
89337494,413,409,653
443df8e2,384,438,680
38da98cd,380,427,217
d57779ff,381,417,205
ee3d52d3,384,433,207
a498735b,390,408,215
0682f90c,,531,260
b9d2bec5,1594,411,211
33cde4b2,1594,411,211
3a5e52ee,388,408,207
c7412fa0,381,412,272
5324d642,501,489,326
76471dc6,679,472,272
241dd8e3,416,470,262
29500891,506,478,263
e1193704,390,487,1285
6ec6b458,390,467,
409bc85b,920,469,
63ace62a,2496,468,
a3c3bb58,505,466,
144ccb03,382,488,
33b3c187,1719,469,
c0367fdf,1045,467,
6b0f5165,1765,770,
29c2703c,390,467,
