Hash,orion,hera,gaeac6
1c5a9f12,687,263,327
aba31a4e,699,260,318
b81282e5,699,260,318
5a297a6e,463,262,329
ff162f36,626,381,445
9e4778cd,393,262,319
4a566203,449,267,327
4f0111b2,446,266,315
c0d4de3c,453,264,322
7cc588ae,386,262,321
9b9a6304,443,263,321
4e75e7b4,446,322,315
69d03840,444,442,315
0d1af3e3,445,261,315
6ece76a2,686,263,321
c5f801e4,631,262,324
f7d8b0cd,505,261,187
a8c1628d,385,445,316
3113a5f4,507,1165,316
306e2531,387,266,315
5304e090,390,266,316
9dc31e49,384,452,316
9c754c7a,386,864,317
6cb9e1d5,387,266,315
ad1c0d2d,385,264,314
89337494,387,261,333
443df8e2,387,327,315
38da98cd,383,329,315
d57779ff,385,264,315
ee3d52d3,383,264,317
a498735b,386,263,916
0682f90c,,503,315
b9d2bec5,386,261,317
33cde4b2,386,261,317
3a5e52ee,387,262,376
c7412fa0,506,262,463
5324d642,386,262,340
76471dc6,385,265,317
241dd8e3,385,266,314
29500891,399,260,315
e1193704,566,262,376
6ec6b458,566,268,
409bc85b,386,266,
63ace62a,446,261,
a3c3bb58,385,263,
144ccb03,2613,262,
33b3c187,447,443,
c0367fdf,506,261,
6b0f5165,1601,267,
29c2703c,449,261,
