Hash,orion,hera,gaeac6
688de8eb,,306,203
7e711129,311,297,201
d4bac232,311,297,201
118cff46,298,295,204
071b9f95,312,307,203
dc9cfba6,356,295,204
a180bbe4,,295,206
417a2cf1,292,296,223
61e54d9b,288,296,202
ce74044c,293,291,203
d820b67f,297,297,201
5e13aaf2,287,294,
e39a250c,296,289,
8b52797d,295,291,201
93d51aef,306,374,200
c5b3a3c8,293,291,
f9c10462,288,439,
0e960577,289,410,204
065def80,430,292,200
995c51d1,430,292,200
1f0ab432,305,311,202
8f8fddc8,429,314,202
24d8dfd4,294,316,201
5750b9e3,302,308,201
a9999828,,310,204
9193010a,303,315,200
43f2c3bd,348,311,202
f22b2e11,348,311,202
aebf9781,302,301,198
4cbe50f4,314,308,200
269e181a,314,308,200
68fd7faa,301,347,197
1c5a9f12,301,311,197
aba31a4e,318,316,203
b81282e5,318,316,203
5a297a6e,326,319,201
ff162f36,310,304,198
9e4778cd,299,310,203
4a566203,330,322,204
4f0111b2,302,305,200
c0d4de3c,300,330,206
7cc588ae,301,311,199
9b9a6304,299,309,204
4e75e7b4,302,308,200
69d03840,304,310,198
0d1af3e3,301,312,198
6ece76a2,304,310,205
c5f801e4,288,316,202
f7d8b0cd,314,314,207
a8c1628d,295,313,202
