Hash,orion,hera,gaeac6
1c5a9f12,1240,202,204
aba31a4e,1668,202,317
b81282e5,1668,202,317
5a297a6e,552,263,206
ff162f36,1829,201,203
9e4778cd,332,200,205
4a566203,267,274,206
4f0111b2,259,202,202
c0d4de3c,223,206,200
7cc588ae,212,206,202
9b9a6304,205,204,138
4e75e7b4,264,201,196
69d03840,207,207,135
0d1af3e3,1708,200,135
6ece76a2,204,205,146
c5f801e4,205,203,146
f7d8b0cd,263,264,1859
a8c1628d,206,1529,198
3113a5f4,1581,385,170
306e2531,380,205,197
5304e090,203,211,200
9dc31e49,203,279,198
9c754c7a,200,208,199
6cb9e1d5,203,507,134
ad1c0d2d,625,205,1395
89337494,211,200,143
443df8e2,325,209,556
38da98cd,204,988,199
d57779ff,209,203,135
ee3d52d3,207,207,139
a498735b,205,210,318
0682f90c,,447,195
b9d2bec5,1528,203,200
33cde4b2,1528,203,200
3a5e52ee,204,200,197
c7412fa0,867,202,211
5324d642,321,203,221
76471dc6,385,201,196
241dd8e3,208,206,197
29500891,260,200,198
e1193704,201,203,1040
6ec6b458,201,203,
409bc85b,1582,204,
63ace62a,3206,203,
a3c3bb58,382,201,
144ccb03,202,201,
33b3c187,203,202,
c0367fdf,205,202,
6b0f5165,1889,265,
29c2703c,206,201,
