Hash,orion,hera,gaeac6
1c5a9f12,2745,687,444
aba31a4e,1047,686,495
b81282e5,1047,686,495
5a297a6e,1302,686,452
ff162f36,929,682,444
9e4778cd,688,871,438
4a566203,877,938,443
4f0111b2,690,686,434
c0d4de3c,709,690,451
7cc588ae,688,686,512
9b9a6304,688,692,2309
4e75e7b4,689,747,437
69d03840,685,685,436
0d1af3e3,684,688,436
6ece76a2,685,693,453
c5f801e4,684,688,450
f7d8b0cd,684,686,426
a8c1628d,689,1231,438
3113a5f4,929,691,438
306e2531,2489,692,436
5304e090,688,692,438
9dc31e49,689,1111,437
9c754c7a,686,751,439
6cb9e1d5,689,688,442
ad1c0d2d,686,691,435
89337494,689,688,455
443df8e2,684,694,2238
38da98cd,683,1411,497
d57779ff,686,689,439
ee3d52d3,686,690,829
a498735b,685,686,439
0682f90c,,688,439
b9d2bec5,1346,691,436
33cde4b2,1346,691,436
3a5e52ee,1044,684,679
c7412fa0,804,690,457
5324d642,684,689,475
76471dc6,684,687,494
241dd8e3,751,685,435
29500891,934,695,436
e1193704,687,687,556
6ec6b458,687,749,
409bc85b,683,628,
63ace62a,1592,624,
a3c3bb58,682,684,
144ccb03,692,745,
33b3c187,2430,687,
c0367fdf,745,682,
6b0f5165,1001,1168,
29c2703c,687,683,
