Hash,orion,hera,gaeac6
688de8eb,,184,89
7e711129,150,192,86
d4bac232,150,192,86
118cff46,380,508,214
071b9f95,437,502,216
dc9cfba6,682,502,214
a180bbe4,,505,226
417a2cf1,376,501,215
61e54d9b,378,505,211
ce74044c,386,504,209
d820b67f,378,506,212
5e13aaf2,378,499,
e39a250c,379,516,
8b52797d,381,508,212
93d51aef,403,352,213
c5b3a3c8,380,508,
f9c10462,378,604,
0e960577,377,591,211
065def80,826,501,214
995c51d1,826,501,214
1f0ab432,380,505,209
8f8fddc8,873,506,213
24d8dfd4,379,509,216
5750b9e3,379,510,213
a9999828,,514,218
9193010a,380,508,220
43f2c3bd,378,506,214
f22b2e11,378,506,214
aebf9781,378,506,214
4cbe50f4,432,505,214
269e181a,432,505,214
68fd7faa,387,514,216
1c5a9f12,387,516,216
aba31a4e,519,517,212
b81282e5,519,517,212
5a297a6e,668,520,213
ff162f36,379,537,213
9e4778cd,379,518,213
4a566203,482,524,210
4f0111b2,386,513,212
c0d4de3c,477,519,212
7cc588ae,381,521,209
9b9a6304,381,515,211
4e75e7b4,378,516,209
69d03840,380,518,212
0d1af3e3,378,512,212
6ece76a2,380,522,213
c5f801e4,377,522,214
f7d8b0cd,380,523,211
a8c1628d,382,513,215
