Hash,orion,hera,gaeac6
1c5a9f12,1380,285,238
aba31a4e,2891,297,328
b81282e5,2891,297,328
5a297a6e,554,286,318
ff162f36,3483,343,237
9e4778cd,2992,342,236
4a566203,500,361,219
4f0111b2,1369,289,211
c0d4de3c,917,306,212
7cc588ae,288,299,226
9b9a6304,288,303,1956
4e75e7b4,283,288,206
69d03840,1673,353,209
0d1af3e3,1339,347,209
6ece76a2,412,298,234
c5f801e4,303,295,220
f7d8b0cd,765,302,2040
a8c1628d,351,890,216
3113a5f4,1840,834,265
306e2531,294,288,213
5304e090,289,304,212
9dc31e49,286,2881,212
9c754c7a,289,654,213
6cb9e1d5,298,602,202
ad1c0d2d,338,288,441
89337494,307,284,1020
443df8e2,1971,288,203
38da98cd,288,721,215
d57779ff,291,285,207
ee3d52d3,291,305,212
a498735b,289,422,392
0682f90c,,3056,204
b9d2bec5,1666,288,269
33cde4b2,1666,288,269
3a5e52ee,295,285,207
c7412fa0,1856,289,289
5324d642,346,351,315
76471dc6,1123,343,270
241dd8e3,486,361,265
29500891,350,345,268
e1193704,347,345,1169
6ec6b458,347,345,
409bc85b,2396,341,
63ace62a,2215,349,
a3c3bb58,713,345,
144ccb03,346,1366,
33b3c187,409,348,
c0367fdf,2888,345,
6b0f5165,973,464,
29c2703c,349,347,
