Hash,orion,hera,gaeac6
1c5a9f12,1183,352,246
aba31a4e,2303,359,205
b81282e5,2303,359,205
5a297a6e,805,353,322
ff162f36,994,353,225
9e4778cd,391,352,227
4a566203,390,361,244
4f0111b2,407,352,203
c0d4de3c,707,352,225
7cc588ae,440,356,369
9b9a6304,388,351,227
4e75e7b4,374,354,205
69d03840,375,417,205
0d1af3e3,931,350,205
6ece76a2,376,353,243
c5f801e4,382,354,245
f7d8b0cd,503,352,2075
a8c1628d,442,960,214
3113a5f4,867,655,205
306e2531,381,366,267
5304e090,384,354,209
9dc31e49,380,1154,206
9c754c7a,390,351,215
6cb9e1d5,383,598,202
ad1c0d2d,799,358,261
89337494,393,360,584
443df8e2,390,366,201
38da98cd,383,546,277
d57779ff,391,356,208
ee3d52d3,380,365,207
a498735b,386,360,456
0682f90c,,1499,265
b9d2bec5,1355,359,208
33cde4b2,1355,359,208
3a5e52ee,380,351,203
c7412fa0,502,356,302
5324d642,442,304,330
76471dc6,438,293,201
241dd8e3,410,359,204
29500891,561,292,205
e1193704,389,416,802
6ec6b458,389,356,
409bc85b,627,355,
63ace62a,2611,290,
a3c3bb58,381,290,
144ccb03,620,348,
33b3c187,1361,353,
c0367fdf,743,354,
6b0f5165,1587,1565,
29c2703c,387,291,
