Hash,orion,hera,gaeac6
1c5a9f12,802,452,320
aba31a4e,450,444,314
b81282e5,450,444,314
5a297a6e,496,442,335
ff162f36,445,444,318
9e4778cd,402,442,318
4a566203,443,446,322
4f0111b2,382,445,318
c0d4de3c,444,445,321
7cc588ae,384,447,329
9b9a6304,501,445,324
4e75e7b4,381,457,315
69d03840,444,444,315
0d1af3e3,500,446,315
6ece76a2,742,444,320
c5f801e4,685,444,326
f7d8b0cd,563,442,240
a8c1628d,382,1229,315
3113a5f4,681,445,315
306e2531,1588,444,315
5304e090,380,447,315
9dc31e49,379,506,315
9c754c7a,380,448,317
6cb9e1d5,381,450,315
ad1c0d2d,379,444,314
89337494,444,442,317
443df8e2,386,451,315
38da98cd,447,629,315
d57779ff,441,501,315
ee3d52d3,379,448,616
a498735b,387,445,495
0682f90c,,2424,315
b9d2bec5,441,444,316
33cde4b2,441,444,316
3a5e52ee,450,441,376
c7412fa0,564,446,328
5324d642,443,442,345
76471dc6,386,443,316
241dd8e3,383,383,315
29500891,380,444,315
e1193704,503,442,315
6ec6b458,503,445,
409bc85b,382,444,
63ace62a,440,379,
a3c3bb58,447,381,
144ccb03,1464,800,
33b3c187,565,440,
c0367fdf,503,440,
6b0f5165,1359,507,
29c2703c,381,441,
