test_name,machine,compiler,core_mean,core_std,core_min,core_max,mem_mean,mem_std,mem_min,mem_max,n_hashes
rap_control_gnu,hera,gnu,497.3265306122449,167.03035998423337,350,812,947.469387755102,3.926947716401074,939,960,49
rap_control_gnu,hercules,gnu,366.9183673469388,113.15583589580747,246,628,404902.9387755102,471288.9247144212,933,945984,49
rap_control_gnu,ursa,gnu,303.0,150.02575536462825,203,893,19802.644444444446,127119.45152567678,846,853596,45
