Hash,orion,hera,gaeac6
688de8eb,,1692,2103
7e711129,2218,1685,2094
d4bac232,2218,1685,2094
118cff46,2217,1664,2090
071b9f95,2221,1695,2090
dc9cfba6,2212,1697,2097
a180bbe4,,1697,2089
417a2cf1,2214,1696,2100
61e54d9b,2210,1682,2092
ce74044c,2219,1702,2090
d820b67f,2216,1698,2098
5e13aaf2,2207,1695,
e39a250c,2216,1684,
8b52797d,2201,1696,2101
93d51aef,2202,1698,2093
c5b3a3c8,2205,1708,
f9c10462,2214,1687,
0e960577,2209,1698,2097
065def80,2213,1685,2091
995c51d1,2213,1685,2091
1f0ab432,2216,1706,2091
8f8fddc8,2219,1707,2092
24d8dfd4,2212,1700,2095
5750b9e3,2211,1695,2085
a9999828,,1697,2098
9193010a,2208,1693,2086
43f2c3bd,2212,1686,2090
f22b2e11,2212,1686,2090
aebf9781,2219,1683,2083
4cbe50f4,2219,1672,2096
269e181a,2219,1672,2096
68fd7faa,2203,1710,2090
1c5a9f12,2203,3438,2090
aba31a4e,2212,3379,2093
b81282e5,2212,3379,2093
5a297a6e,2205,3363,2085
ff162f36,2215,3370,2093
9e4778cd,2217,3365,2087
4a566203,2213,3367,2095
4f0111b2,2216,3362,2092
c0d4de3c,2214,3366,2097
7cc588ae,2210,3438,2088
9b9a6304,2208,3442,2086
4e75e7b4,2220,3435,2082
69d03840,2213,3374,2095
0d1af3e3,2205,3417,2095
6ece76a2,2207,3448,2094
c5f801e4,2211,3412,2088
f7d8b0cd,2206,3417,2085
a8c1628d,2208,3451,2091
