Hash,orion,hera,gaeac6
688de8eb,,2049,2010
7e711129,2063,2061,2006
d4bac232,2063,2061,2006
118cff46,2063,2054,2008
071b9f95,2069,2041,1997
dc9cfba6,2071,2069,2020
a180bbe4,,2053,2007
417a2cf1,2058,2070,2002
61e54d9b,2065,2019,2007
ce74044c,2067,2062,2002
d820b67f,2070,2042,2008
5e13aaf2,2058,2049,
e39a250c,2076,2051,
8b52797d,2055,2051,1997
93d51aef,2061,2041,2005
c5b3a3c8,2062,2064,
f9c10462,2053,2066,
0e960577,2058,2064,2013
065def80,2073,2037,2021
995c51d1,2073,2037,2021
1f0ab432,2064,3233,2007
8f8fddc8,2067,3248,1997
24d8dfd4,2068,3226,2008
5750b9e3,2065,3242,1999
a9999828,,3244,2008
9193010a,2069,3252,2016
43f2c3bd,2067,3203,2002
f22b2e11,2067,3203,2002
aebf9781,2066,3220,2016
4cbe50f4,2064,3214,2002
269e181a,2064,3214,2002
68fd7faa,2065,3233,2014
1c5a9f12,2065,3243,2014
aba31a4e,2069,3228,2010
b81282e5,2069,3228,2010
5a297a6e,2067,3212,2017
ff162f36,2069,3220,2011
9e4778cd,2064,3231,1998
4a566203,2072,3240,2003
4f0111b2,2060,3230,2018
c0d4de3c,2060,3221,2018
7cc588ae,2071,3250,2008
9b9a6304,2069,3245,2008
4e75e7b4,2062,3256,2016
69d03840,2064,3231,2019
0d1af3e3,2069,3253,2019
6ece76a2,2072,3249,2009
c5f801e4,2074,3226,2013
f7d8b0cd,2090,3240,2011
a8c1628d,2054,3220,2007
