Hash,orion,hera,gaeac6
688de8eb,,2095,1941
7e711129,1996,2107,1939
d4bac232,1996,2107,1939
118cff46,2009,2080,1927
071b9f95,2007,2118,1930
dc9cfba6,2010,2104,1936
a180bbe4,,2103,1938
417a2cf1,1999,2107,1932
61e54d9b,1994,2106,1936
ce74044c,1994,2108,1934
d820b67f,2000,2107,1929
5e13aaf2,1996,2098,
e39a250c,1995,2113,
8b52797d,1999,2098,1929
93d51aef,2000,2100,1932
c5b3a3c8,2002,2108,
f9c10462,1995,2111,
0e960577,1995,2102,1936
065def80,2000,2095,1927
995c51d1,2000,2095,1927
1f0ab432,2006,2013,1934
8f8fddc8,1994,2018,1939
24d8dfd4,2003,2015,1935
5750b9e3,1998,2011,1933
a9999828,,2028,1932
9193010a,2001,1993,1933
43f2c3bd,1999,2006,1942
f22b2e11,1999,2006,1942
aebf9781,1987,2000,1929
4cbe50f4,1990,2007,1944
269e181a,1990,2007,1944
68fd7faa,1999,2016,1933
1c5a9f12,1999,2028,1933
aba31a4e,1998,1978,1938
b81282e5,1998,1978,1938
5a297a6e,1986,1988,1940
ff162f36,1994,1994,1931
9e4778cd,1989,2009,1934
4a566203,2000,1991,1932
4f0111b2,1998,2002,1928
c0d4de3c,1991,1990,1936
7cc588ae,1996,2014,1928
9b9a6304,1997,2021,1930
4e75e7b4,2000,2011,1938
69d03840,2004,1989,1933
0d1af3e3,1998,2014,1933
6ece76a2,2000,2016,1930
c5f801e4,1992,2008,1937
f7d8b0cd,1995,2013,1939
a8c1628d,2005,2007,1940
