Hash,orion,hera,gaeac6
688de8eb,,1641,1846
7e711129,2091,1639,1848
d4bac232,2091,1639,1848
118cff46,2103,1628,1850
071b9f95,2092,1654,1851
dc9cfba6,2094,1642,1846
a180bbe4,,1631,1844
417a2cf1,2092,1655,1848
61e54d9b,2093,1641,1849
ce74044c,2095,1654,1855
d820b67f,2088,1643,1849
5e13aaf2,2095,1643,
e39a250c,2091,1641,
8b52797d,2098,1630,1848
93d51aef,2093,1632,1840
c5b3a3c8,2097,1647,
f9c10462,2097,1610,
0e960577,2093,1643,1852
065def80,2095,1641,1849
995c51d1,2095,1641,1849
1f0ab432,2108,1656,1860
8f8fddc8,2091,1646,1858
24d8dfd4,2083,1655,1855
5750b9e3,2091,1633,1851
a9999828,,1644,1852
9193010a,2086,1645,1853
43f2c3bd,2091,1644,1852
f22b2e11,2091,1644,1852
aebf9781,2094,1634,1860
4cbe50f4,2083,1630,1853
269e181a,2083,1630,1853
68fd7faa,2089,1636,1859
1c5a9f12,2089,1519,1859
aba31a4e,2077,1510,1861
b81282e5,2077,1510,1861
5a297a6e,2080,1508,1852
ff162f36,2090,1500,1852
9e4778cd,2091,1509,1854
4a566203,2088,1510,1852
4f0111b2,2087,1506,1849
c0d4de3c,2085,1506,1846
7cc588ae,2093,1517,1850
9b9a6304,2089,1521,1855
4e75e7b4,2091,1509,1853
69d03840,2089,1507,1852
0d1af3e3,2086,1519,1852
6ece76a2,2085,1491,1855
c5f801e4,2096,1501,1855
f7d8b0cd,2090,1511,1855
a8c1628d,2093,1510,1855
