Hash,orion,hera,gaeac6
688de8eb,,825,788
7e711129,1010,827,789
d4bac232,1010,827,789
118cff46,1009,829,783
071b9f95,1010,830,791
dc9cfba6,1011,829,786
a180bbe4,,831,786
417a2cf1,1009,831,790
61e54d9b,1008,828,790
ce74044c,1006,833,791
d820b67f,1013,829,786
5e13aaf2,1013,830,
e39a250c,1010,827,
8b52797d,1012,831,787
93d51aef,1009,827,787
c5b3a3c8,1008,825,
f9c10462,1006,826,
0e960577,1011,827,791
065def80,1005,828,790
995c51d1,1005,828,790
1f0ab432,1004,836,789
8f8fddc8,1009,840,790
24d8dfd4,1007,835,789
5750b9e3,1012,835,784
a9999828,,837,785
9193010a,1005,836,791
43f2c3bd,1007,834,788
f22b2e11,1007,834,788
aebf9781,1004,825,785
4cbe50f4,1006,822,786
269e181a,1006,822,786
68fd7faa,1006,835,789
1c5a9f12,1006,733,789
aba31a4e,1007,729,786
b81282e5,1007,729,786
5a297a6e,1015,727,791
ff162f36,1000,723,785
9e4778cd,1010,728,786
4a566203,1012,721,786
4f0111b2,1005,726,785
c0d4de3c,1008,724,785
7cc588ae,1006,733,784
9b9a6304,1009,739,790
4e75e7b4,997,735,783
69d03840,1005,722,786
0d1af3e3,1005,737,786
6ece76a2,1009,723,793
c5f801e4,1005,725,789
f7d8b0cd,1010,719,790
a8c1628d,1009,724,793
