Hash,orion,hera,gaeac6
688de8eb,,789,491
7e711129,654,788,493
d4bac232,654,788,493
118cff46,656,770,492
071b9f95,658,782,488
dc9cfba6,658,790,492
a180bbe4,,788,493
417a2cf1,659,786,493
61e54d9b,662,788,493
ce74044c,658,786,488
d820b67f,657,785,492
5e13aaf2,659,768,
e39a250c,661,789,
8b52797d,656,786,494
93d51aef,659,785,493
c5b3a3c8,659,786,
f9c10462,658,790,
0e960577,660,783,489
065def80,658,784,487
995c51d1,658,784,487
1f0ab432,647,672,491
8f8fddc8,651,675,492
24d8dfd4,652,674,493
5750b9e3,645,670,492
a9999828,,670,488
9193010a,649,670,490
43f2c3bd,649,672,487
f22b2e11,649,672,487
aebf9781,650,657,488
4cbe50f4,648,657,492
269e181a,648,657,492
68fd7faa,645,671,488
1c5a9f12,645,675,488
aba31a4e,651,652,491
b81282e5,651,652,491
5a297a6e,651,654,487
ff162f36,648,650,492
9e4778cd,648,660,488
4a566203,651,657,490
4f0111b2,648,656,486
c0d4de3c,645,655,485
7cc588ae,653,671,488
9b9a6304,654,668,488
4e75e7b4,653,666,487
69d03840,650,655,486
0d1af3e3,649,674,486
6ece76a2,652,665,490
c5f801e4,655,664,491
f7d8b0cd,652,663,493
a8c1628d,653,668,494
