Hash,orion,hera,gaeac6
688de8eb,,1115,1142
7e711129,1425,1115,1145
d4bac232,1425,1115,1145
118cff46,1428,1115,1138
071b9f95,1429,1117,1138
dc9cfba6,1426,1115,1143
a180bbe4,,1119,1143
417a2cf1,1424,1116,1138
61e54d9b,1349,1055,1081
ce74044c,1314,1052,1077
d820b67f,1312,1050,1079
5e13aaf2,1315,1052,
e39a250c,1312,1053,
8b52797d,1312,1053,1082
93d51aef,1312,1054,1083
c5b3a3c8,1312,1054,
f9c10462,1314,1050,
0e960577,1313,1050,1081
065def80,1309,1057,1076
995c51d1,1309,1057,1076
1f0ab432,1306,1054,1079
8f8fddc8,1315,1049,1078
24d8dfd4,1310,1054,1080
5750b9e3,1304,1049,1078
a9999828,,1046,1077
9193010a,1309,1043,1077
43f2c3bd,1308,1049,1077
f22b2e11,1308,1049,1077
aebf9781,1310,1026,1077
4cbe50f4,1307,1020,1078
269e181a,1307,1020,1078
68fd7faa,1306,1053,1078
1c5a9f12,1306,950,1078
aba31a4e,1302,927,1081
b81282e5,1302,927,1081
5a297a6e,1306,929,1080
ff162f36,1313,928,1079
9e4778cd,1301,928,1077
4a566203,1308,926,1081
4f0111b2,1307,926,1081
c0d4de3c,1308,928,1080
7cc588ae,1304,957,1079
9b9a6304,1321,953,1086
4e75e7b4,1315,957,1088
69d03840,1314,929,1090
0d1af3e3,1324,956,1090
6ece76a2,1320,940,1096
c5f801e4,1324,942,1096
f7d8b0cd,1325,944,1097
a8c1628d,1327,946,1096
