Hash,orion,hera,gaeac6
688de8eb,,758,485
7e711129,779,767,492
d4bac232,779,767,492
118cff46,777,751,492
071b9f95,813,750,491
dc9cfba6,920,749,490
a180bbe4,,759,492
417a2cf1,754,767,490
61e54d9b,771,750,484
ce74044c,772,758,488
d820b67f,774,771,485
5e13aaf2,772,746,
e39a250c,753,769,
8b52797d,769,767,483
93d51aef,772,774,497
c5b3a3c8,758,768,
f9c10462,757,894,
0e960577,773,847,495
065def80,782,760,489
995c51d1,782,760,489
1f0ab432,765,805,488
8f8fddc8,844,768,497
24d8dfd4,792,797,488
5750b9e3,784,774,490
a9999828,,786,494
9193010a,790,785,487
43f2c3bd,778,788,491
f22b2e11,778,788,491
aebf9781,1060,785,493
4cbe50f4,818,786,492
269e181a,818,786,492
68fd7faa,804,780,485
1c5a9f12,804,778,485
aba31a4e,826,802,488
b81282e5,826,802,488
5a297a6e,795,789,495
ff162f36,781,788,492
9e4778cd,778,786,494
4a566203,785,787,496
4f0111b2,792,784,498
c0d4de3c,796,781,492
7cc588ae,764,806,492
9b9a6304,790,794,490
4e75e7b4,775,775,492
69d03840,807,774,494
0d1af3e3,777,783,494
6ece76a2,792,793,488
c5f801e4,794,780,493
f7d8b0cd,773,806,528
a8c1628d,780,793,496
