Hash,orion,hera,gaeac6
688de8eb,,742,301
7e711129,1113,739,307
d4bac232,1113,739,307
118cff46,996,758,301
071b9f95,1109,763,303
dc9cfba6,1540,929,306
a180bbe4,,761,305
417a2cf1,1002,754,300
61e54d9b,1090,777,311
ce74044c,1139,748,301
d820b67f,1001,773,301
5e13aaf2,1005,762,
e39a250c,999,758,
8b52797d,1005,780,297
93d51aef,1056,775,301
c5b3a3c8,1063,744,
f9c10462,1188,866,
0e960577,1036,893,300
065def80,1024,743,303
995c51d1,1024,743,303
1f0ab432,1034,563,312
8f8fddc8,1448,559,313
24d8dfd4,1098,576,308
5750b9e3,1102,572,310
a9999828,,571,310
9193010a,1058,573,310
43f2c3bd,1022,584,309
f22b2e11,1022,584,309
aebf9781,1041,602,312
4cbe50f4,1146,576,308
269e181a,1146,576,308
68fd7faa,1297,619,309
1c5a9f12,1297,611,309
aba31a4e,1209,565,308
b81282e5,1209,565,308
5a297a6e,1406,597,310
ff162f36,1019,563,310
9e4778cd,1033,575,309
4a566203,1398,571,311
4f0111b2,1017,602,309
c0d4de3c,1027,583,308
7cc588ae,1021,566,307
9b9a6304,1027,569,309
4e75e7b4,1014,570,306
69d03840,1019,577,310
0d1af3e3,1044,565,310
6ece76a2,1074,573,315
c5f801e4,1000,582,313
f7d8b0cd,1014,580,308
a8c1628d,1024,565,318
