Hash,orion,hera,gaeac6
688de8eb,,370,162
7e711129,616,380,164
d4bac232,616,380,164
118cff46,562,390,164
071b9f95,737,380,164
dc9cfba6,1141,371,164
a180bbe4,,366,164
417a2cf1,498,374,166
61e54d9b,527,378,163
ce74044c,491,371,163
d820b67f,508,387,180
5e13aaf2,502,382,
e39a250c,521,372,
8b52797d,538,365,161
93d51aef,492,395,162
c5b3a3c8,570,376,
f9c10462,543,500,
0e960577,486,474,162
065def80,632,376,163
995c51d1,632,376,163
1f0ab432,516,284,168
8f8fddc8,705,282,176
24d8dfd4,586,292,168
5750b9e3,582,284,166
a9999828,,284,168
9193010a,529,287,169
43f2c3bd,528,289,167
f22b2e11,528,289,167
aebf9781,514,291,166
4cbe50f4,616,287,169
269e181a,616,287,169
68fd7faa,594,292,171
1c5a9f12,594,309,171
aba31a4e,599,292,166
b81282e5,599,292,166
5a297a6e,766,287,167
ff162f36,518,292,168
9e4778cd,516,294,168
4a566203,591,315,168
4f0111b2,527,305,167
c0d4de3c,570,317,169
7cc588ae,514,289,168
9b9a6304,512,282,166
4e75e7b4,508,291,174
69d03840,512,290,174
0d1af3e3,533,293,174
6ece76a2,518,287,172
c5f801e4,517,287,168
f7d8b0cd,519,290,175
a8c1628d,517,308,179
