Hash,orion,hera,gaeac6
688de8eb,,1151,618
7e711129,1207,1145,617
d4bac232,1207,1145,617
118cff46,1200,1160,614
071b9f95,1339,1161,612
dc9cfba6,1544,1160,618
a180bbe4,,1147,619
417a2cf1,1186,1143,624
61e54d9b,1315,1155,615
ce74044c,1262,1180,613
d820b67f,1190,1156,613
5e13aaf2,1189,1157,
e39a250c,1192,1155,
8b52797d,1192,1167,612
93d51aef,1298,1165,613
c5b3a3c8,1238,1160,
f9c10462,1200,1276,
0e960577,1208,1245,613
065def80,1217,1157,616
995c51d1,1217,1157,616
1f0ab432,1279,1171,616
8f8fddc8,1496,1159,628
24d8dfd4,1297,1158,620
5750b9e3,1331,1163,614
a9999828,,1171,616
9193010a,1350,1158,615
43f2c3bd,1276,1170,624
f22b2e11,1276,1170,624
aebf9781,1249,1145,600
4cbe50f4,1253,1147,599
269e181a,1253,1147,599
68fd7faa,1324,1148,602
1c5a9f12,1324,1137,602
aba31a4e,1309,1163,600
b81282e5,1309,1163,600
5a297a6e,1563,1146,600
ff162f36,1284,1151,606
9e4778cd,1286,1176,607
4a566203,1423,1165,606
4f0111b2,1273,1160,607
c0d4de3c,1586,1184,601
7cc588ae,1290,1165,599
9b9a6304,1269,1142,600
4e75e7b4,1262,1134,599
69d03840,1267,1157,599
0d1af3e3,1288,1149,599
6ece76a2,1265,1145,605
c5f801e4,1263,1148,606
f7d8b0cd,1268,1161,610
a8c1628d,1273,1154,601
