Hash,orion,hera,gaeac6
688de8eb,,374,154
7e711129,267,240,156
d4bac232,267,240,156
118cff46,281,243,156
071b9f95,401,241,156
dc9cfba6,391,240,155
a180bbe4,,241,163
417a2cf1,264,241,162
61e54d9b,265,244,155
ce74044c,264,239,153
d820b67f,264,240,153
5e13aaf2,264,242,
e39a250c,266,243,
8b52797d,270,242,154
93d51aef,265,239,153
c5b3a3c8,266,240,
f9c10462,268,347,
0e960577,280,363,153
065def80,275,238,154
995c51d1,275,238,154
1f0ab432,276,239,152
8f8fddc8,540,237,158
24d8dfd4,347,241,153
5750b9e3,404,236,152
a9999828,,239,155
9193010a,298,244,153
43f2c3bd,277,244,153
f22b2e11,277,244,153
aebf9781,275,248,153
4cbe50f4,424,239,154
269e181a,424,239,154
68fd7faa,280,236,154
1c5a9f12,280,238,154
aba31a4e,355,244,153
b81282e5,355,244,153
5a297a6e,664,250,153
ff162f36,274,247,153
9e4778cd,281,243,152
4a566203,351,266,155
4f0111b2,313,244,154
c0d4de3c,522,268,154
7cc588ae,275,243,154
9b9a6304,275,239,154
4e75e7b4,276,240,153
69d03840,277,245,156
0d1af3e3,273,241,156
6ece76a2,276,247,156
c5f801e4,274,243,155
f7d8b0cd,274,244,154
a8c1628d,278,243,157
